version,nameOrgan,image,imageAlt,name,alt,url,svg,ai,png,csv
2.4,Kidney,organ:kidneys,Kidney icon,Nephron,Image of Nephron,https://purl.humanatlas.io/2d-ftu/kidney-nephron/v1.2,https://cdn.humanatlas.io/digital-objects/2d-ftu/kidney-nephron/v1.2/assets/2d-ftu-kidney-nephron.svg,https://cdn.humanatlas.io/digital-objects/2d-ftu/kidney-nephron/v1.2/assets/2d-ftu-kidney-nephron.ai,https://cdn.humanatlas.io/digital-objects/2d-ftu/kidney-nephron/v1.2/assets/2d-ftu-kidney-nephron.png,https://cdn.humanatlas.io/digital-objects/2d-ftu/kidney-nephron/v1.2/assets/crosswalk.csv
2.4,Kidney,organ:kidneys,Kidney icon,Outer Medullary Collecting Duct,Image of Outer Medullary Collecting Duct,https://purl.humanatlas.io/2d-ftu/kidney-outer-medullary-collecting-duct/v1.3,https://cdn.humanatlas.io/digital-objects/2d-ftu/kidney-outer-medullary-collecting-duct/v1.3/assets/2d-ftu-kidney-outer-medullary-collecting-duct.svg,https://cdn.humanatlas.io/digital-objects/2d-ftu/kidney-outer-medullary-collecting-duct/v1.3/assets/2d-ftu-kidney-outer-medullary-collecting-duct.ai,https://cdn.humanatlas.io/digital-objects/2d-ftu/kidney-outer-medullary-collecting-duct/v1.3/assets/2d-ftu-kidney-outer-medullary-collecting-duct.png,https://cdn.humanatlas.io/digital-objects/2d-ftu/kidney-outer-medullary-collecting-duct/v1.3/assets/crosswalk.csv
2.4,Kidney,organ:kidneys,Kidney icon,Renal Corpuscle,Image of Renal Corpuscle,https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle/v1.3,https://cdn.humanatlas.io/digital-objects/2d-ftu/kidney-renal-corpuscle/v1.3/assets/2d-ftu-kidney-renal-corpuscle.svg,https://cdn.humanatlas.io/digital-objects/2d-ftu/kidney-renal-corpuscle/v1.3/assets/2d-ftu-kidney-renal-corpuscle.ai,https://cdn.humanatlas.io/digital-objects/2d-ftu/kidney-renal-corpuscle/v1.3/assets/2d-ftu-kidney-renal-corpuscle.png,https://cdn.humanatlas.io/digital-objects/2d-ftu/kidney-renal-corpuscle/v1.3/assets/crosswalk.csv
2.4,Kidney,organ:kidneys,Kidney icon,Thick Ascending Limb of Loop of Henle,Image of Thick Ascending Limb of Loop of Henle,https://purl.humanatlas.io/2d-ftu/kidney-thick-ascending-loop-of-henle/v1.2,https://cdn.humanatlas.io/digital-objects/2d-ftu/kidney-thick-ascending-loop-of-henle/v1.2/assets/2d-ftu-kidney-thick-ascending-loop-of-henle.svg,https://cdn.humanatlas.io/digital-objects/2d-ftu/kidney-thick-ascending-loop-of-henle/v1.2/assets/2d-ftu-kidney-thick-ascending-loop-of-henle.ai,https://cdn.humanatlas.io/digital-objects/2d-ftu/kidney-thick-ascending-loop-of-henle/v1.2/assets/2d-ftu-kidney-thick-ascending-loop-of-henle.png,https://cdn.humanatlas.io/digital-objects/2d-ftu/kidney-thick-ascending-loop-of-henle/v1.2/assets/crosswalk.csv
2.4,Large Intestine,organ:large-intestine,Large Intestine icon,Crypt of Lieberkuhn,Image of Crypt of Lieberkuhn,https://purl.humanatlas.io/2d-ftu/large-intestine-crypt-lieberkuhn/v1.3,https://cdn.humanatlas.io/digital-objects/2d-ftu/large-intestine-crypt-lieberkuhn/v1.3/assets/2d-ftu-large-intestine-crypt-lieberkuhn.svg,https://cdn.humanatlas.io/digital-objects/2d-ftu/large-intestine-crypt-lieberkuhn/v1.3/assets/2d-ftu-large-intestine-crypt-lieberkuhn.ai,https://cdn.humanatlas.io/digital-objects/2d-ftu/large-intestine-crypt-lieberkuhn/v1.3/assets/2d-ftu-large-intestine-crypt-lieberkuhn.png,https://cdn.humanatlas.io/digital-objects/2d-ftu/large-intestine-crypt-lieberkuhn/v1.3/assets/crosswalk.csv
2.4,Liver,organ:liver,Liver icon,Liver Lobule,Image of Liver Lobule,https://purl.humanatlas.io/2d-ftu/liver-liver-lobule/v1.4,https://cdn.humanatlas.io/digital-objects/2d-ftu/liver-liver-lobule/v1.4/assets/2d-ftu-liver-liver-lobule.svg,https://cdn.humanatlas.io/digital-objects/2d-ftu/liver-liver-lobule/v1.4/assets/2d-ftu-liver-liver-lobule.ai,https://cdn.humanatlas.io/digital-objects/2d-ftu/liver-liver-lobule/v1.4/assets/2d-ftu-liver-liver-lobule.png,https://cdn.humanatlas.io/digital-objects/2d-ftu/liver-liver-lobule/v1.4/assets/crosswalk.csv
2.4,Lung,organ:lungs,Lung icon,Bronchial Submucosal Gland,Image of Bronchial Submucosal Gland,https://purl.humanatlas.io/2d-ftu/lung-bronchial-submucosal-gland/v1.3,https://cdn.humanatlas.io/digital-objects/2d-ftu/lung-bronchial-submucosal-gland/v1.3/assets/2d-ftu-lung-bronchial-submucosal-gland.svg,https://cdn.humanatlas.io/digital-objects/2d-ftu/lung-bronchial-submucosal-gland/v1.3/assets/2d-ftu-lung-bronchial-submucosal-gland.ai,https://cdn.humanatlas.io/digital-objects/2d-ftu/lung-bronchial-submucosal-gland/v1.3/assets/2d-ftu-lung-bronchial-submucosal-gland.png,https://cdn.humanatlas.io/digital-objects/2d-ftu/lung-bronchial-submucosal-gland/v1.3/assets/crosswalk.csv
2.4,Lung,organ:lungs,Lung icon,Pulmonary Alveolus,Image of Pulmonary Alveolus,https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus/v1.4,https://cdn.humanatlas.io/digital-objects/2d-ftu/lung-pulmonary-alveolus/v1.4/assets/2d-ftu-lung-pulmonary-alveolus.svg,https://cdn.humanatlas.io/digital-objects/2d-ftu/lung-pulmonary-alveolus/v1.4/assets/2d-ftu-lung-pulmonary-alveolus.ai,https://cdn.humanatlas.io/digital-objects/2d-ftu/lung-pulmonary-alveolus/v1.4/assets/2d-ftu-lung-pulmonary-alveolus.png,https://cdn.humanatlas.io/digital-objects/2d-ftu/lung-pulmonary-alveolus/v1.4/assets/crosswalk.csv
2.4,Mouth,organ:mouth,Mouth icon,Parotid Gland Ducto-Acinar,Image of Parotid Gland Ducto-Acinar,https://purl.humanatlas.io/2d-ftu/mouth-parotid-gland/v1.1,https://cdn.humanatlas.io/digital-objects/2d-ftu/mouth-parotid-gland/v1.1/assets/2d-ftu-mouth-parotid-gland.svg,https://cdn.humanatlas.io/digital-objects/2d-ftu/mouth-parotid-gland/v1.1/assets/2d-ftu-mouth-parotid-gland.ai,https://cdn.humanatlas.io/digital-objects/2d-ftu/mouth-parotid-gland/v1.1/assets/2d-ftu-mouth-parotid-gland.png,https://cdn.humanatlas.io/digital-objects/2d-ftu/mouth-parotid-gland/v1.1/assets/crosswalk.csv
2.4,Mouth,organ:mouth,Mouth icon,Sublingual Gland Ducto-Acinar,Image of Sublingual Gland Ducto-Acinar,https://purl.humanatlas.io/2d-ftu/mouth-sublingual-gland/v1.1,https://cdn.humanatlas.io/digital-objects/2d-ftu/mouth-sublingual-gland/v1.1/assets/2d-ftu-mouth-sublingual-gland.svg,https://cdn.humanatlas.io/digital-objects/2d-ftu/mouth-sublingual-gland/v1.1/assets/2d-ftu-mouth-sublingual-gland.ai,https://cdn.humanatlas.io/digital-objects/2d-ftu/mouth-sublingual-gland/v1.1/assets/2d-ftu-mouth-sublingual-gland.png,https://cdn.humanatlas.io/digital-objects/2d-ftu/mouth-sublingual-gland/v1.1/assets/crosswalk.csv
2.4,Mouth,organ:mouth,Mouth icon,Submandibular Gland Ducto-Acinar,Image of Submandibular Gland Ducto-Acinar,https://purl.humanatlas.io/2d-ftu/mouth-submandibular-gland/v1.1,https://cdn.humanatlas.io/digital-objects/2d-ftu/mouth-submandibular-gland/v1.1/assets/2d-ftu-mouth-submandibular-gland.svg,https://cdn.humanatlas.io/digital-objects/2d-ftu/mouth-submandibular-gland/v1.1/assets/2d-ftu-mouth-submandibular-gland.ai,https://cdn.humanatlas.io/digital-objects/2d-ftu/mouth-submandibular-gland/v1.1/assets/2d-ftu-mouth-submandibular-gland.png,https://cdn.humanatlas.io/digital-objects/2d-ftu/mouth-submandibular-gland/v1.1/assets/crosswalk.csv
2.4,Pancreas,organ:pancreas,Pancreas icon,Acinus,Image of Acinus,https://purl.humanatlas.io/2d-ftu/pancreas-pancreatic-acinus/v1.3,https://cdn.humanatlas.io/digital-objects/2d-ftu/pancreas-pancreatic-acinus/v1.3/assets/2d-ftu-pancreas-pancreatic-acinus.svg,https://cdn.humanatlas.io/digital-objects/2d-ftu/pancreas-pancreatic-acinus/v1.3/assets/2d-ftu-pancreas-pancreatic-acinus.ai,https://cdn.humanatlas.io/digital-objects/2d-ftu/pancreas-pancreatic-acinus/v1.3/assets/2d-ftu-pancreas-pancreatic-acinus.png,https://cdn.humanatlas.io/digital-objects/2d-ftu/pancreas-pancreatic-acinus/v1.3/assets/crosswalk.csv
2.4,Pancreas,organ:pancreas,Pancreas icon,Intercalated Duct,Image of Intercalated Duct,https://purl.humanatlas.io/2d-ftu/pancreas-intercalated-duct/v1.2,https://cdn.humanatlas.io/digital-objects/2d-ftu/pancreas-intercalated-duct/v1.2/assets/2d-ftu-pancreas-intercalated-duct.svg,https://cdn.humanatlas.io/digital-objects/2d-ftu/pancreas-intercalated-duct/v1.2/assets/2d-ftu-pancreas-intercalated-duct.ai,https://cdn.humanatlas.io/digital-objects/2d-ftu/pancreas-intercalated-duct/v1.2/assets/2d-ftu-pancreas-intercalated-duct.png,https://cdn.humanatlas.io/digital-objects/2d-ftu/pancreas-intercalated-duct/v1.2/assets/crosswalk.csv
2.4,Pancreas,organ:pancreas,Pancreas icon,Islets of Langerhans,Image of Islets of Langerhans,https://purl.humanatlas.io/2d-ftu/pancreas-islets-langerhans/v1.3,https://cdn.humanatlas.io/digital-objects/2d-ftu/pancreas-islets-langerhans/v1.3/assets/2d-ftu-pancreas-islets-langerhans.svg,https://cdn.humanatlas.io/digital-objects/2d-ftu/pancreas-islets-langerhans/v1.3/assets/2d-ftu-pancreas-islets-langerhans.ai,https://cdn.humanatlas.io/digital-objects/2d-ftu/pancreas-islets-langerhans/v1.3/assets/2d-ftu-pancreas-islets-langerhans.png,https://cdn.humanatlas.io/digital-objects/2d-ftu/pancreas-islets-langerhans/v1.3/assets/crosswalk.csv
2.4,Prostate,organ:prostate,Prostate icon,Prostate Glandular Acinus,Image of Prostate Glandular Acinus,https://purl.humanatlas.io/2d-ftu/prostate-prostate-glandular-acinus/v1.2,https://cdn.humanatlas.io/digital-objects/2d-ftu/prostate-prostate-glandular-acinus/v1.2/assets/2d-ftu-prostate-prostate-glandular-acinus.svg,https://cdn.humanatlas.io/digital-objects/2d-ftu/prostate-prostate-glandular-acinus/v1.2/assets/2d-ftu-prostate-prostate-glandular-acinus.ai,https://cdn.humanatlas.io/digital-objects/2d-ftu/prostate-prostate-glandular-acinus/v1.2/assets/2d-ftu-prostate-prostate-glandular-acinus.png,https://cdn.humanatlas.io/digital-objects/2d-ftu/prostate-prostate-glandular-acinus/v1.2/assets/crosswalk.csv
2.4,Skin,organ:skin,Skin icon,Dermal Papilla,Image of Dermal Papilla,https://purl.humanatlas.io/2d-ftu/skin-dermal-papilla/v1.2,https://cdn.humanatlas.io/digital-objects/2d-ftu/skin-dermal-papilla/v1.2/assets/2d-ftu-skin-dermal-papilla.svg,https://cdn.humanatlas.io/digital-objects/2d-ftu/skin-dermal-papilla/v1.2/assets/2d-ftu-skin-dermal-papilla.ai,https://cdn.humanatlas.io/digital-objects/2d-ftu/skin-dermal-papilla/v1.2/assets/2d-ftu-skin-dermal-papilla.png,https://cdn.humanatlas.io/digital-objects/2d-ftu/skin-dermal-papilla/v1.2/assets/crosswalk.csv
2.4,Skin,organ:skin,Skin icon,Epidermal Ridge,Image of Epidermal Ridge,https://purl.humanatlas.io/2d-ftu/skin-epidermal-ridge/v1.2,https://cdn.humanatlas.io/digital-objects/2d-ftu/skin-epidermal-ridge/v1.2/assets/2d-ftu-skin-epidermal-ridge.svg,https://cdn.humanatlas.io/digital-objects/2d-ftu/skin-epidermal-ridge/v1.2/assets/2d-ftu-skin-epidermal-ridge.ai,https://cdn.humanatlas.io/digital-objects/2d-ftu/skin-epidermal-ridge/v1.2/assets/2d-ftu-skin-epidermal-ridge.png,https://cdn.humanatlas.io/digital-objects/2d-ftu/skin-epidermal-ridge/v1.2/assets/crosswalk.csv
2.4,Skin,organ:skin,Skin icon,Hair follicle,Image of Hair follicle,https://purl.humanatlas.io/2d-ftu/skin-hair-follicle/v1.1,https://cdn.humanatlas.io/digital-objects/2d-ftu/skin-hair-follicle/v1.1/assets/2d-ftu-skin-hair-follicle.svg,https://cdn.humanatlas.io/digital-objects/2d-ftu/skin-hair-follicle/v1.1/assets/2d-ftu-skin-hair-follicle.ai,https://cdn.humanatlas.io/digital-objects/2d-ftu/skin-hair-follicle/v1.1/assets/2d-ftu-skin-hair-follicle.png,https://cdn.humanatlas.io/digital-objects/2d-ftu/skin-hair-follicle/v1.1/assets/crosswalk.csv
2.4,Small Intestine,organ:small-intestine,Small Intestine icon,Intestinal Villus,Image of Intestinal Villus,https://purl.humanatlas.io/2d-ftu/small-intestine-villus/v1.1,https://cdn.humanatlas.io/digital-objects/2d-ftu/small-intestine-villus/v1.1/assets/2d-ftu-small-intestine-villus.svg,https://cdn.humanatlas.io/digital-objects/2d-ftu/small-intestine-villus/v1.1/assets/2d-ftu-small-intestine-villus.ai,https://cdn.humanatlas.io/digital-objects/2d-ftu/small-intestine-villus/v1.1/assets/2d-ftu-small-intestine-villus.png,https://cdn.humanatlas.io/digital-objects/2d-ftu/small-intestine-villus/v1.1/assets/crosswalk.csv
2.4,Spleen,organ:spleen,Spleen icon,Red Pulp,Image of Red Pulp,https://purl.humanatlas.io/2d-ftu/spleen-red-pulp/v1.3,https://cdn.humanatlas.io/digital-objects/2d-ftu/spleen-red-pulp/v1.3/assets/2d-ftu-spleen-red-pulp.svg,https://cdn.humanatlas.io/digital-objects/2d-ftu/spleen-red-pulp/v1.3/assets/2d-ftu-spleen-red-pulp.ai,https://cdn.humanatlas.io/digital-objects/2d-ftu/spleen-red-pulp/v1.3/assets/2d-ftu-spleen-red-pulp.png,https://cdn.humanatlas.io/digital-objects/2d-ftu/spleen-red-pulp/v1.3/assets/crosswalk.csv
2.4,Spleen,organ:spleen,Spleen icon,White Pulp,Image of White Pulp,https://purl.humanatlas.io/2d-ftu/spleen-white-pulp/v1.3,https://cdn.humanatlas.io/digital-objects/2d-ftu/spleen-white-pulp/v1.3/assets/2d-ftu-spleen-white-pulp.svg,https://cdn.humanatlas.io/digital-objects/2d-ftu/spleen-white-pulp/v1.3/assets/2d-ftu-spleen-white-pulp.ai,https://cdn.humanatlas.io/digital-objects/2d-ftu/spleen-white-pulp/v1.3/assets/2d-ftu-spleen-white-pulp.png,https://cdn.humanatlas.io/digital-objects/2d-ftu/spleen-white-pulp/v1.3/assets/crosswalk.csv
2.4,Thymus,organ:thymus,Thymus icon,Thymus Lobule,Image of Thymus Lobule,https://purl.humanatlas.io/2d-ftu/thymus-thymus-lobule/v1.4,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.svg,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.ai,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/2d-ftu-thymus-thymus-lobule.png,https://cdn.humanatlas.io/digital-objects/2d-ftu/thymus-thymus-lobule/v1.4/assets/crosswalk.csv
